STATE,WEEK,SU_ID,perception,ECON1,ECON2,ECON1_worked,ECON2_hours
NY,3,0024110962,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0027841540,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007672,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",36,1.0,36.0
TX,3,0022054853,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024060840,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040008223,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0027594331,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0022612726,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,3,0040008237,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0020132995,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024822402,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040002697,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040002295,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0021057161,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027200057,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040007670,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0024706154,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0024767625,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020275253,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0024527687,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026913461,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024134356,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0025465360,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008033,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028648105,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007467,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,3,0029993018,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040000093,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0040003571,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029585542,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0021193446,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020314848,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020359812,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026837930,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028780556,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040006547,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040006553,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040010082,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0027405407,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022068818,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020904735,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,3,0026096414,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029391018,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,3,0023587093,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,3,0024053321,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021549408,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0029268873,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023676639,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008146,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026204521,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000240,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023112866,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024737826,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023465599,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025629064,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",33,1.0,33.0
NY,3,0023882376,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007887,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
NY,3,0020374004,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027385728,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023353514,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008193,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0028990766,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0022037729,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0040008178,0.012,"(2) Yes, I worked as self-employed in my own business, profe",,1.0,
TX,3,0028311482,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040005306,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022397080,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022024633,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0028268394,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0024119172,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029121985,0.027,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008352,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040009499,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007698,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0040003981,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021261917,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,3,0029018902,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0023986114,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023901486,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008226,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027671472,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040010255,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040010269,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040008426,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
NY,3,0040010296,0.072,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,3,0029160311,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
TX,3,0025906869,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022690874,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023497644,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022997531,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0023518405,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0026440471,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0040002650,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008555,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010326,0.312,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040004353,0.217,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021514252,0.075,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040007869,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040002308,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021296583,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0021166810,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040008421,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020027581,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022241410,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040001952,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029401251,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027974316,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025128877,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,3,0040001588,0.275,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0022839609,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,3,0026433843,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025043783,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
NY,3,0021770397,0.012,1,,,
NY,3,0040003307,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,3,0023566353,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
TX,3,0025420449,0.013,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027164278,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040006682,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0023508249,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020419600,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021705806,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0027044743,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040008130,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040008532,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",56,1.0,56.0
NY,3,0023065718,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",32,1.0,32.0
NY,3,0022817815,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0029057929,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",42,1.0,42.0
TX,3,0025431801,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024603488,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029961567,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028726646,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025964053,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0023311223,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008042,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021679539,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007969,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0020725807,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,3,0029077208,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0020869782,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024379513,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0028775545,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008333,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0021606307,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040010354,0.137,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008269,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",4,1.0,4.0
TX,3,0020967178,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020267586,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008447,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0022483191,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021463889,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040007835,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010036,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029054602,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025428028,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,3,0026261938,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",65,1.0,65.0
TX,3,0024382628,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008109,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029737665,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
TX,3,0040001449,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026706981,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023501136,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021910340,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028124989,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026423003,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010342,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020504901,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008443,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028483241,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040004245,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007414,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0020862164,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000353,0.025,1,,,
NY,3,0021129624,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,3,0040007956,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008068,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024537998,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,3,0021415098,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027387407,0.002,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025974668,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029961371,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040008867,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007598,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040005772,0.237,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0021539994,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0024670666,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
TX,3,0027668806,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",65,1.0,65.0
TX,3,0024908077,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028217322,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021781251,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021401772,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040002419,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024282217,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",42,1.0,42.0
NY,3,0023277749,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023616140,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025991379,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040001879,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0024630642,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040004087,0.273,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024397591,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0026266908,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",42,1.0,42.0
TX,3,0027019132,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020279154,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007940,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021366207,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0024786916,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
TX,3,0026385277,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020929000,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029911327,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010227,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040002958,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024857239,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021082329,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010409,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0023610870,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025216149,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025811390,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027636215,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020662185,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040006069,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023090343,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022783840,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025430465,0.032,"(3) No, I did not work for pay last week.",,0.0,
